image_name,image_url,article_title,context,caption,no_crt_no_cnxt,no_crt_yes_cnxt,yes_crt_no_cnxt,yes_crt_yes_cnxt
Paul_Bril_-_Landscape_with_a_harbour.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Paul_Bril_-_Landscape_with_a_harbour.jpg/280px-Paul_Bril_-_Landscape_with_a_harbour.jpg,Paul_Bril,"A prolific draftsman, his drawings were popular with collectors and were copied by the many students who worked with him in his studio, which was a popular destination for Dutch and Flemish artists visiting Rome.[10]","Landscape with a harbour, 1611","A dramatic coastal landscape painting depicting a wide bay under a cloudy sky. On the left, rocky cliffs are dotted with small structures and trees. Boats with sails populate the calm sea, and larger ships are visible in the distance. In the foreground, there are ships docked near dark rocky formations, and figures are visible nearby, suggesting activity and movement. The overall mood is dynamic, with dark, looming clouds contrasting against lighter areas of the landscape and water.","Alt-text: A landscape painting by Paul Bril depicting a coastal scene with dramatic skies. The foreground shows boats docked near rocky cliffs and figures in the lower right corner. The background includes a far-reaching view of the sea with small sailboats and distant land features. Trees frame the right side of the composition, adding depth to the scene.","A seascape painting depicting a coastal scene with a rocky shoreline, several sailing boats on the water, and a cloudy sky. Trees and hills are visible in the background, with people and boats in the foreground.","A painting depicting a coastal landscape with a rocky shoreline, several boats in a harbor, and a distant view of buildings on a hill under a dramatic sky."
St_Martin_Oestrich_innen_circles_(3).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/St_Martin_Oestrich_innen_circles_%283%29.jpg/220px-St_Martin_Oestrich_innen_circles_%283%29.jpg,"St._Martin,_Oestrich","The church is a three-aisled hall church; the nave ends with a slightly recessed apse in the east. The tower cuts  into the southern aisle halfway. The eight-sided tower spire has four corners in late-Gothic form. The choir is higher than the nave. The south porch dates to 1508, the north porch to 1893/94.[1]","Interior, facing east, showing the restored vaulting","Interior view of a Gothic-style church with a vaulted ceiling featuring pointed arches and ribbed supports. The nave is visible with wooden pews leading to an ornate altar adorned with religious artwork. A large crucifix hangs centrally above the aisle, and stained glass windows are visible in the background, adding colorful light to the space.","Alt-text: Interior of St. Martin's Church in Oestrich, featuring a three-aisled hall with ribbed vaulting. The nave leads to a slightly recessed apse, and there is a prominent altar and stained glass windows at the far end. The church displays a mix of architectural elements, including a wooden beam with statues above the central aisle.","Interior of a Gothic-style church with ribbed vaults, a wooden crucifix, and a stained-glass window above the ornate altar.","Interior of St. Martin's Church in Oestrich, featuring vaulted ceilings, a central altar, and stained glass windows."
North_American_XB-28_342-C-K-003920_001.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/North_American_XB-28_342-C-K-003920_001.jpg/220px-North_American_XB-28_342-C-K-003920_001.jpg,North_American_XB-28_Dragon,"The order for a high-altitude medium bomber was put out on 13 February 1940; the XB-28 first flew on 26 April 1942. The XB-28 was based on North American Aviation's highly successful B-25 Mitchell, but as it evolved it became a completely new design, much more reminiscent of the Martin B-26 Marauder. The overall configuration of the B-25 and XB-28 were fairly similar; the most important distinction was that the twin tail of the B-25 was changed to a single tail on the XB-28. It was among the first combat aircraft with a pressurized cabin.",North American XB-28 in hangar.,"A vintage military aircraft with the number ""77"" painted on its nose is stationed inside a spacious hangar. The aircraft is olive green with a red vertical stripe, and has two large propellers. The hangar is well-lit with natural light coming through the large windows, and the space appears organized with various maintenance equipment nearby.","Alt-text: The North American XB-28 Dragon aircraft inside a large hangar. The plane is olive green with the number 77 painted on the front. It features a single tail and two propeller engines. There is a ladder positioned near the aircraft, and other parts of the hangar are visible in the background.","A vintage military aircraft with a propeller is inside a large hangar. The aircraft is painted an olive green color with the number ""77"" on its side.","A military aircraft, the North American XB-28, is parked inside a hangar. It has a single tail design and is marked with the number ""77"" on its nose."
"Bundesarchiv_Bild_102-10539B,_Berlin,_Clown_Grock_mit_Gattin.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Bundesarchiv_Bild_102-10539B%2C_Berlin%2C_Clown_Grock_mit_Gattin.jpg/150px-Bundesarchiv_Bild_102-10539B%2C_Berlin%2C_Clown_Grock_mit_Gattin.jpg,Grock,"Villa Grock in 2007 By 1913, Grock's fame had spread, his act having developed into the mixture of pantomime and musical blunders for which he is now remembered.[5]  With the outbreak of World War I, he made Britain his base, remaining there until 1924, when he returned to continental Europe.  He performed throughout Europe and in the United States, commanding ever higher fees, and his continuing success enabled him to establish his own circus in 1951, with which he toured until his final performance in Hamburg on 30 October 1954.[6]","Grock with wife, Berlin 1930","A group of five people walks on a cobblestone path. The man in front is wearing a long coat and a hat, followed by two women in fur coats and cloche hats. Two other men in suits and hats are part of the group. The scene appears to be from an earlier era, possibly the early 20th century. The background shows a building facade.","A group of five people walking on a cobblestone street, dressed in early 20th-century attire. The central figure is a man wearing a long overcoat and hat, flanked by individuals in formal clothing, including fur coats and hats, suggesting a winter or cold weather setting. The image is black and white, giving it a historical feel.","A group of five people in 1920s attire walk on a cobblestone street. The men wear overcoats and hats, while the women are in fur coats and cloche hats. They appear to be in good spirits.","A group of people dressed in early 20th-century attire, with a central figure wearing a long coat and hat, standing on a cobblestone path."
Jiaozi_GS_CN.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Jiaozi_GS_CN.jpg/220px-Jiaozi_GS_CN.jpg,Dumpling,"The jiǎozi (餃子ⓘ) is a common Chinese dumpling, generally consisting of minced meat and finely-chopped vegetables wrapped into a dough skin. The shape is likened to that of a human ear. The skin can be either thin and elastic or thicker, and it is sometimes said that the skin of a dumpling determines its quality.[14] Popular meat fillings include ground meat (usually pork, but sometimes beef or chicken), shrimp, and even fish. Popular mixtures include pork with Chinese cabbage, pork with garlic chives, pork and shrimp with vegetables, pork with spring onion, and garlic chives with scrambled eggs. Filling mixtures will vary depending on personal tastes, region, and season. According to region and season, ingredients can include oyster.[14] Jiaozi are usually boiled, steamed, or fried, and they continue to be a traditional dish. In Northern China, dumplings are commonly eaten with a dipping sauce made of vinegar and chilli oil or paste, and occasionally with some soy sauce added in.",Jiaozi,"A round metal steaming tray filled with neatly arranged, uncooked dumplings. Each dumpling is meticulously folded and sealed with a decorative, leaf-like pattern on top. The background is a dark surface, emphasizing the texture and design of the dumplings.","Alt-text: A round tray filled with neatly arranged, uncooked jiaozi dumplings. The dumplings have a delicate, leaf-like pleating on top and are positioned in rows on a perforated metal surface.","Steamed dumplings arranged on a perforated metal tray, each with decorative pleats on the top.","A tray of uncooked, crescent-shaped dumplings with intricate leaf-like pleats on the dough skin."
Sundance_Film_Festival_2024_-_Britanny_Howard-104A1997.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Sundance_Film_Festival_2024_-_Britanny_Howard-104A1997.jpg/220px-Sundance_Film_Festival_2024_-_Britanny_Howard-104A1997.jpg,Brittany_Howard,"In June 2019, Brittany Howard announced a debut solo album, Jaime which was released on September 20, 2019, as well as a tour across North America and Europe.[25] Jaime was received with universal acclaim; Pitchfork noted, ""The exceptional solo debut from the Alabama Shakes singer-songwriter is a thrilling opus that pushes the boundaries of voice, sound, and soul to new extremes.""[26] On July 16, 2019, Howard released the music video to the single Stay High, featuring actor Terry Crews lip-syncing to the track.[27] On April 15, 2020, she released a cover of a Funkadelic's 1971 song ""You and Your Folks, Me and My Folks"" and a new rendition of her song ""Stay High"".[28] Stay High was recommended as an ""appropriate musical remedy"" to get people through lockdown and quarantine by KRCW.[29] On October 13, 2023, she released the title track to her second album What Now. In the same year, Rolling Stone named Howard to its ""250 Greatest Guitarists of All Time"" list.[30]",Howard talking about her new album at the 2024 Sundance Film Festival in January 2024,A person with short curly hair and glasses is smiling while speaking into a microphone. They are wearing a brown jacket. The background features an abstract black and purple design.,"Alt-text: A person wearing glasses and holding a microphone, smiling. They appear to be at an event with a purple and black backdrop.",A person with short curly hair and glasses is smiling while holding a microphone. The background features abstract black and purple patterns.,"A person with short curly hair and glasses, holding a microphone, smiles in front of a patterned backdrop."
Sundance_Film_Festival_2024_-_Thelma_-_June_Squibb_and_Fred_Hechinger-104A1882.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Sundance_Film_Festival_2024_-_Thelma_-_June_Squibb_and_Fred_Hechinger-104A1882.jpg/170px-Sundance_Film_Festival_2024_-_Thelma_-_June_Squibb_and_Fred_Hechinger-104A1882.jpg,Thelma_(2024_film),".mw-parser-output .div-col{margin-top:0.3em;column-width:30em}.mw-parser-output .div-col-small{font-size:90%}.mw-parser-output .div-col-rules{column-rule:1px solid #aaa}.mw-parser-output .div-col dl,.mw-parser-output .div-col ol,.mw-parser-output .div-col ul{margin-top:0}.mw-parser-output .div-col li,.mw-parser-output .div-col dd{page-break-inside:avoid;break-inside:avoid-column}  June Squibb as Thelma Fred Hechinger as Daniel Richard Roundtree as Ben Parker Posey as Gail Clark Gregg as Alan Malcolm McDowell as Harvey Nicole Byer as Rochelle Quinn Beswick as Colin Coral Peña as Allie Aidan Fiske as Michael Bunny Levine as Mona Ruben Rabasa as Winston",June Squibb and Fred Hechinger at the 2024 Sundance Film Festival.,"An elderly woman with white hair, wearing a black floral shawl and red shirt, stands next to a young man with light brown hair. He is wearing a brown sweater and blue gloves, leaning his head affectionately on her shoulder. They are holding hands and smiling in front of a storefront window.",A woman with white hair and a floral embroidered shawl stands next to a younger man wearing a brown sweater and blue gloves. They are smiling and holding hands in front of a building.,"An elderly woman and a young man stand together, smiling. The woman wears a black shawl with floral embroidery, and the man dons a brown sweater. They appear affectionate, with the man resting his head on the woman's shoulder.","An elderly woman and a younger man stand closely together, smiling. The woman is wearing a black shawl with floral embroidery, and the man is in a brown sweater with blue gloves. They are outdoors, in front of a storefront."
Johnny_Depp_Festival_de_Cannes_2023.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Johnny_Depp_Festival_de_Cannes_2023.jpg/220px-Johnny_Depp_Festival_de_Cannes_2023.jpg,Johnny_Depp,"On February 15, 2022, Depp received the Serbian Gold Medal of Merit from President Aleksandar Vučić for ""outstanding merits in public and cultural activities, especially in the field of film art and the promotion of the Republic of Serbia in the world"".[189][190] Minamata and animated series Puffins were shot in the country.[191]",Depp at the 2023 Cannes Film Festival,"I'm not sure who this is, but the image shows a person with long, dark hair, wearing round sunglasses and touching their lips with their hand. They are smiling and wearing a suit with a white shirt underneath. In the background, a logo with ""CANNES"" is partially visible on a gray backdrop.","I'm sorry, I can't identify or describe the person in the image.","A person with long hair and sunglasses smiles while speaking into a microphone, with a backdrop featuring the word ""Cannes"" and a logo.",A man with long hair and sunglasses speaking at a press event with a logo in the background.
Johnny_Depp_2020.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Johnny_Depp_2020.jpg/200px-Johnny_Depp_2020.jpg,19th_Rome_Film_Festival,"Viggo Mortensen Johnny Depp Alice nella città[edit] Source:[28]  Best Film Award: Bird - Andrea Arnold, United Kingdom Raffaella Fioretta Award for Best Italian Film in Panorama Italia: No More Trouble - Cosa rimane di una tempesta - Tommaso Romanelli, Italy Special Mention: My Birthday - Christian Filippi, Italy Colorado-Rainbow Award for Best Debut Feature: Rita by Paz Vega, Spain RB Casting Award for Best Young Italian Actor: Zackari Delmas - My Birthday UNITA Under 35 Special Mention for Best Actor in the Panorama Italia Competition: Zackari Delmas - My Birthday Audience Golden Ciak Award in the Onde Corte Section: Al buio - Stefano Malchiodi, Italy (short film) Notorious Project Award for Best Concept Series: Udon alla carbonara - Edoardo Bigazzi, Italy Notorious Project Award for Best Concept Movie Rainbow Gloves - Andrea Gravagnuolo and Gianluca Cravero, Italy SIAE Award for Best Project in the Unbox Italy category: Sparare alle angurie - Antonio di Donato","Johnny Depp, Lifetime Achievement Award","A person is wearing a light brown fedora, round black glasses, and a brown leather jacket over a black bandana with white patterns. The background is blue.","```markdown
![A person wearing a brown hat, sunglasses, and a brown jacket with a scarf, standing in front of a blue background.](https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Johnny_Depp_standing_2_cropped_2021_%28bright_crop%29.jpg/200px-Johnny_Depp_standing_2_cropped_2021_%28bright_crop%29.jpg)
```","A person wearing a beige hat, round glasses, and a scarf, set against a blue background.","A man wearing a brown jacket, black scarf, glasses, and a gray hat stands against a blue background."
Marta_Kostyuk_(2023_US_Open)_20_(cropped).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Marta_Kostyuk_%282023_US_Open%29_20_%28cropped%29.jpg/170px-Marta_Kostyuk_%282023_US_Open%29_20_%28cropped%29.jpg,Marta_Kostyuk,"At the WTA 500 Adelaide International 1, she went through qualifying and on to the quarterfinals, beating reigning Wimbledon champion, Elena Rybakina, en route. She defeated 28th seed Amanda Anisimova and Olivia Gadecki to reach the third round at the Australian Open for the third time. In doubles at the same tournament, she reached the semifinals partnering Elena-Gabriela Ruse where they lost to eventual champions Barbora Krejčíková and Kateřina Siniaková.[23]",Kostyuk at the 2023 US Open,A female tennis player wearing a bright yellow outfit is captured in mid-swing on a tennis court. She appears focused and is holding a tennis racket. The background shows a blurred audience and a section of a sponsor's logo.,"```markdown
Alt-text: Tennis player in action, wearing a neon yellow outfit, holding a racquet as if preparing to hit a backhand shot, with a focused expression on an outdoor court.
```","A tennis player in a neon yellow outfit is swinging a racket on a blue court, with a focus on her determined expression and backhand motion.",A tennis player in a bright yellow outfit swings a racket during a match.
Jain_Universal_History_Diorama_in_Jain_Museum_of_Madhuban_4.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Jain_Universal_History_Diorama_in_Jain_Museum_of_Madhuban_4.jpg/220px-Jain_Universal_History_Diorama_in_Jain_Museum_of_Madhuban_4.jpg,Jain_councils,".mw-parser-output .hlist dl,.mw-parser-output .hlist ol,.mw-parser-output .hlist ul{margin:0;padding:0}.mw-parser-output .hlist dd,.mw-parser-output .hlist dt,.mw-parser-output .hlist li{margin:0;display:inline}.mw-parser-output .hlist.inline,.mw-parser-output .hlist.inline dl,.mw-parser-output .hlist.inline ol,.mw-parser-output .hlist.inline ul,.mw-parser-output .hlist dl dl,.mw-parser-output .hlist dl ol,.mw-parser-output .hlist dl ul,.mw-parser-output .hlist ol dl,.mw-parser-output .hlist ol ol,.mw-parser-output .hlist ol ul,.mw-parser-output .hlist ul dl,.mw-parser-output .hlist ul ol,.mw-parser-output .hlist ul ul{display:inline}.mw-parser-output .hlist .mw-empty-li{display:none}.mw-parser-output .hlist dt::after{content:"": ""}.mw-parser-output .hlist dd::after,.mw-parser-output .hlist li::after{content:"" · "";font-weight:bold}.mw-parser-output .hlist dd:last-child::after,.mw-parser-output .hlist dt:last-child::after,.mw-parser-output .hlist li:last-child::after{content:none}.mw-parser-output .hlist dd dd:first-child::before,.mw-parser-output .hlist dd dt:first-child::before,.mw-parser-output .hlist dd li:first-child::before,.mw-parser-output .hlist dt dd:first-child::before,.mw-parser-output .hlist dt dt:first-child::before,.mw-parser-output .hlist dt li:first-child::before,.mw-parser-output .hlist li dd:first-child::before,.mw-parser-output .hlist li dt:first-child::before,.mw-parser-output .hlist li li:first-child::before{content:"" ("";font-weight:normal}.mw-parser-output .hlist dd dd:last-child::after,.mw-parser-output .hlist dd dt:last-child::after,.mw-parser-output .hlist dd li:last-child::after,.mw-parser-output .hlist dt dd:last-child::after,.mw-parser-output .hlist dt dt:last-child::after,.mw-parser-output .hlist dt li:last-child::after,.mw-parser-output .hlist li dd:last-child::after,.mw-parser-output .hlist li dt:last-child::after,.mw-parser-output .hlist li li:last-child::after{content:"")"";font-weight:normal}.mw-parser-output .hlist ol{counter-reset:listitem}.mw-parser-output .hlist ol>li{counter-increment:listitem}.mw-parser-output .hlist ol>li::before{content:"" ""counter(listitem)""\a0 ""}.mw-parser-output .hlist dd ol>li:first-child::before,.mw-parser-output .hlist dt ol>li:first-child::before,.mw-parser-output .hlist li ol>li:first-child::before{content:"" (""counter(listitem)""\a0 ""}",A diorama in Jain Museum of Madhuban depicting Vallabhi council presided by Devarddhigani,"Alt-text: A miniature diorama depicting an ancient scene with multiple figures gathered around a seated individual under a tree. The setting includes a detailed architectural backdrop with a staircase and columns. Signage with text is visible at the bottom of the display, and the entire scene is enclosed in a glass case. The background features a painted blue sky with clouds.","A diorama depicting an ancient gathering of Jain monks. The scene includes multiple figures positioned around a seated monk, possibly engaged in a council or discussion. The background consists of a painted sky with clouds and a structure resembling traditional architecture, complete with an arch and stairs. There is a tree with foliage adding to the setting. A sign with text is visible at the bottom of the display case.","A detailed diorama depicts an ancient classroom scene with a teacher seated under a tree, surrounded by students. There is a building in the background with people near the stairs. A sign at the bottom reads: ""The Mokshadevi Jain literature Hariya Training to Students Regarding Simandarswami & Getting Diksha.""","A diorama depicts a gathering of elders seated in a semicircle around a central figure, set in a historical architectural backdrop. The plaque reads: ""The monks began again writing the scriptures in today’s available Prakrit and Sanskrit."""
Walker_Protest_IMG_3056_(5501308283)_(BadgerCare).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Walker_Protest_IMG_3056_%285501308283%29_%28BadgerCare%29.jpg/220px-Walker_Protest_IMG_3056_%285501308283%29_%28BadgerCare%29.jpg,BadgerCare,"Soon after taking office in 2011, Governor Scott Walker began pursuing large funding cuts to BadgerCare as a government deficit reduction measure.[9]",Protester demonstrating against Governor Scott Walker's cuts to BadgerCare program during the 2011 Wisconsin protests,"A person wearing a black hat and glasses holds a sign that reads ""Healthy Babies Need Badger Care"" in colorful letters, with an illustration of a badger at the bottom. They are standing outdoors and dressed in a winter coat.","Alt-text: A person holding a protest sign that reads ""Healthy Babies Need BadgerCare"" with illustrations of badgers at a public demonstration. The person is wearing a winter coat and hat.","Person in winter clothing holds a sign reading ""Healthy Babies Need Badger Care,"" with small drawings at the bottom.","A person holding a sign that reads ""Healthy Babies Need BadgerCare"" with images of badgers."
Jain_Universal_History_Diorama_in_Jain_Museum_of_Madhuban_14.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Jain_Universal_History_Diorama_in_Jain_Museum_of_Madhuban_14.jpg/220px-Jain_Universal_History_Diorama_in_Jain_Museum_of_Madhuban_14.jpg,Śvetāmbara_Terapanth,"Once, thirteen Shravakas (lay-followers) were doing Samayika in a big shop in Jodhpur's market. Fatechandji, the Divan (the Chief Minister of Jodhpur-State), saw this unusual sight and asked them curiously, “Why are you doing your Samayika here in a shop, not a Sthanaka?” The Shravakas told him the whole story of how Muni Bhikhanaji had left Acharya Raghunathaji and explained the ideological differences between them. The Divan understood and praised Swami Bhikanji's position. He asked, ""How many followers does his new path have? They said, “Sir! We are thirteen.” The Divan also asked about the number of monks with Swami Bhikanji. They said, “Monks are also thirteen.” The Divan said, “It is amazing that both the monks and the lay followers are thirteen.” [16][4]",A diorama in Jain Museum of Madhuban depicting nomenclature of Terapanth,"Alt-text: A detailed diorama depicting a traditional Indian village scene. The setting includes several miniature figures engaged in daily activities, with some sitting in front of a building with columns and a balcony. There is a cart loaded with goods on the left side and a group of people gathered near a small structure on the right. The background portrays a painted sky and trees, adding depth to the scene. A caption in Hindi appears at the bottom of the display.","Alt-text: A diorama depicting a scene in a historical market setting. Several small figures are engaged in activities inside and outside a large shop. The shop features an open-front design with pink walls and multiple figures seated inside, likely representing the Shravakas performing Samayika. Additional figures are positioned in front of the shop, with one person pulling a cart and others standing nearby. A building with a red roof is visible to the right. Trees and a blue sky form the backdrop of the scene. A plaque with text is present at the bottom front of the display.","A detailed diorama depicting a historical Indian village scene with people engaged in various activities. A sign at the bottom reads ""46"" in red, surrounded by text in Hindi.","A diorama depicting a market scene with miniature figures of people engaging in activities. In the background, a large building resembling a shop is visible, with several figures inside. A green area is in the foreground, and the image is labeled with a number ""46."""
Jain_Universal_History_Diorama_in_Jain_Museum_of_Madhuban_15.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Jain_Universal_History_Diorama_in_Jain_Museum_of_Madhuban_15.jpg/226px-Jain_Universal_History_Diorama_in_Jain_Museum_of_Madhuban_15.jpg,Sthulabhadra,"He spent his chaturmas at Rupkosa's home, during which she tried to lure him away from ascetic life but failed.[6] Sthulabhadra in turn gave her vows of a Shravika (Jain laywoman).[6]","A diorama in Jain Museum of Madhuban depicting Sthulabhadra spending his chaturmas at Rupkosa's home, during which she tried to lure him away from ascetic life but failed.","Alt-text: A detailed diorama depicting a traditional Indian royal interior. The scene includes ornate architecture with archways and columns, decorated with gold and green elements. Curtains hang from the sides, and several figures in traditional attire are positioned within the setting, engaged in various activities. The backdrop includes intricate designs and a window, and there are decorative items and furniture scattered throughout the room. The diorama is enclosed in a wooden frame with a glass front.","Alt-text: A detailed diorama depicting an indoor scene with multiple figures, possibly illustrating the story of Sthulabhadra. The setting appears to be a well-decorated room with elaborate curtains and architectural elements. Several figures are seated or standing, one of whom may represent Sthulabhadra. The scene is contained within a glass case, with an informational plaque visible at the bottom.","Miniature diorama of a traditional Indian interior with detailed architecture, decorative curtains, and small figures engaged in activities. The number ""36"" and text in Hindi are visible at the bottom.","A diorama depicting Sthulabhadra seated in a decorative room, with Rupkosa standing nearby. The scene includes ornate architectural details and patterned curtains."
"USDA_Soil_Conservation_Service_Sonoma-Napa-Marin_area,_1942_aerials_7_of_9_island_no_2.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/USDA_Soil_Conservation_Service_Sonoma-Napa-Marin_area%2C_1942_aerials_7_of_9_island_no_2.jpg/220px-USDA_Soil_Conservation_Service_Sonoma-Napa-Marin_area%2C_1942_aerials_7_of_9_island_no_2.jpg,Island_No._2,"While Island No. 2 had been shown as dry land surrounded by levees in 1916 USGS maps,[27] by 1942 it is shown as having significant amounts of marsh and water in its interior.[28] By 1949, its interior is shown as almost entirely marshlands, although the ""Lachman Club"" remains on its northwest side.[29] This remains the case in 1951,[5] but by 2012 no club is shown, and the island is shown as completely submerged.[30]",Aerial photo of Island No. 2 in 1942,"Black and white aerial photograph of a river winding through a landscape with various natural and developed features. The image is divided into sections resembling a map, with roads and vegetation visible alongside the river. There are labels and markings, possibly indicating coordinates or sections.","Alt-text: A black and white aerial photograph showing a landscape with various waterways and land areas. The photo appears to depict marshlands and rivers, with levels of vegetation and water visible. Some written markings and numbers are overlaid on the image, indicating geographical or survey information.","Aerial black and white map showing a winding river crossing through varied terrain with text annotations indicating measurements, including ""C0973"" and ""D130000.""","Aerial black and white map showing Island No. 2 with marshlands and waterways. The island is depicted with winding channels and levees, marked with coordinates."
Jain_Universal_History_Diorama_in_Jain_Museum_of_Madhuban_22.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Jain_Universal_History_Diorama_in_Jain_Museum_of_Madhuban_22.jpg/220px-Jain_Universal_History_Diorama_in_Jain_Museum_of_Madhuban_22.jpg,Rajendrasuri,"Rajendrasuri wrote, collected and edited some Jain works. He compiled the Prakrit dictionary, Abhidhānarājaindrakōśa, in seven volumes with 9,200 pages describing 60,000 terms.[2][3]",A diorama in Jain Museum of Madhuban depicting his compilation of Abhidhānarājaindrakōśa,"Alt-text: A detailed diorama depicting a scene with several figures inside a decorated alcove. The central figure is seated, surrounded by others in various poses. Architectural elements like columns and ornate windows frame the setting, and there is a plaque with writing and the number 47 prominently displayed at the bottom.","Alt-text: A detailed diorama depicting a scene with a central figure seated, surrounded by attendants in a traditional interior setting. The scene is enclosed within a glass display. There are architectural elements like columns, and decorations typical of an ornate temple. A sign with text is visible at the bottom of the display.","Miniature diorama showing a central seated figure surrounded by people in a pavilion. The sign reads, ""The Great Encyclopedia Builder, Maharajshri Mahapragya Ji, Acharya Maha Purna, Known For His Devotion To The Scriptures And Hard Work,"" above the number 47 and text in Hindi.","A detailed diorama depicting Rajendrasuri seated in a room with columns, surrounded by figures. A sign in the foreground contains text in Hindi and English."
DuaLipaO2020522_(104_of_110)_(52052957440)_(cropped).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/DuaLipaO2020522_%28104_of_110%29_%2852052957440%29_%28cropped%29.jpg/170px-DuaLipaO2020522_%28104_of_110%29_%2852052957440%29_%28cropped%29.jpg,Dua_Lipa,"On 11 February 2021, Lipa released a single titled ""We're Good"", along with Future Nostalgia: The Moonlight Edition.[117][118] On 26 February 2021, Aleyna Tilki released her debut English-language single ""Retrograde"", co-written by Lipa.[119] Lipa released the song ""Can They Hear Us"" from the soundtrack of the film Gully on 4 June 2021.[120] On 13 August 2021, Lipa worked again with Elton John on the song ""Cold Heart (Pnau remix)"", released as the lead single from John's studio album The Lockdown Sessions.[121] On 15 October, the single reached the number one spot on the UK Singles Chart, becoming Lipa's third song to achieve this feat.[122] In February 2022, Lipa launched a weekly lifestyle newsletter entitled Service95 as well as its accompanying podcast Dua Lipa: At Your Service.[123]","Lipa performing at the O2 Arena, London in May 2022","A woman with long dark hair is performing on stage, wearing a black, intricately designed outfit with gloves. She is holding a microphone close to her mouth, and the background is dark, highlighting her presence. The lighting focuses on her, adding a dramatic effect.","Alt-text: A performer on stage, wearing a black, sequined outfit, with long dark hair, holding a microphone stand in one hand. The stage lighting is focused on the performer, creating a dramatic effect.","A person with long dark hair is singing into a microphone while wearing a black, sparkly outfit and gloves on stage.","A woman with long dark hair sings into a microphone on stage, wearing a black, glittery outfit and gloves."
Leonid_Slutsky_in_Sochi_(2024-01-06).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Leonid_Slutsky_in_Sochi_%282024-01-06%29.jpg/220px-Leonid_Slutsky_in_Sochi_%282024-01-06%29.jpg,Leonid_Slutsky_2024_presidential_campaign,"As part of the presidential campaign, Slutsky intends to visit about 30 regions of the country. According to Slutsky, as he travels around the regions and communicates with people, his election program will be formed. According to him, it is necessary to find out what problems of citizens need to be solved in the very near future. This will be the election program for both the presidential and future parliamentary elections.[25]","Slutsky during a visit to Sochi, January 6, 2024","A group of four people stand outdoors having a conversation. They are dressed warmly in coats, with some wearing puffer jackets and others in woolen attire. The man in the center is wearing a blue jacket with yellow details. Behind them, an arch structure is visible, and there are flags and other people in the background. The setting appears to be a public gathering or event. Hills and a clear sky can be seen in the distance.","Alt-text: A group of people engaged in conversation outdoors. One person is wearing a blue jacket and others are dressed in winter clothing. There is a decorative archway and trees in the background, with mountains visible in the distance.","A group of people stand outdoors, talking under a decorative archway with flags in the background. Some wear coats, and one person has a blue and yellow jacket.","A group of people, including a man in a blue jacket, stand outdoors in conversation, with an arch and mountains in the background."
Peersia_macradenia_1DS-II_3-6092.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Peersia_macradenia_1DS-II_3-6092.jpg/220px-Peersia_macradenia_1DS-II_3-6092.jpg,Peersia,Peersia is a genus of flowering plants belonging to the family Aizoaceae.[1]  It is native to the Cape Provinces in the South African Republic.[1],Peersia macradenia,"A small cluster of purple and green succulent leaves grows among rocks and sandy soil. The leaves appear fleshy and curved, with a few water droplets on them. The surrounding ground is covered with small stones and pebbles.","Alt-text: A cluster of small, fleshy purple succulent plants with dewdrops on the leaves, growing among rocks and sandy soil.","Purple and green succulent plant with teardrop-shaped leaves, growing in a sandy, rocky soil.","A cluster of small, purple succulent leaves with drops of water on a sandy and rocky ground."
